"Parent1"	"Parent2"	"Offspring"	"Cross.Type"	"SNPs"	"GD"
"Chang.Bai.Mountain.5"	"Offspring.04"	"Offspring.12"	"outcross"	352	0.0809659090909091
"Chang.Bai.Mountain.5"	"Offspring.04"	"CACT.105.107"	"outcross"	351	0.111111111111111
"Chang.Bai.Mountain.5"	"Offspring.04"	"Ogden.Point"	"outcross"	351	0.249287749287749
"Chang.Bai.Mountain.5"	"Offspring.04"	"Meader"	"outcross"	349	0.101719197707736
"Chang.Bai.Mountain.5"	"Offspring.04"	"Langer"	"outcross"	352	0.166193181818182
"Chang.Bai.Mountain.5"	"Offspring.05"	"Chang.Bai.Mountain.4"	"outcross"	354	0.111581920903955
"Chang.Bai.Mountain.5"	"Offspring.05"	"Tatyana"	"outcross"	354	0.057909604519774
"Chang.Bai.Mountain.5"	"Offspring.05"	"Dumbarton.Oaks.BG"	"outcross"	354	0.211864406779661
"Chang.Bai.Mountain.5"	"Offspring.05"	"X74.32"	"outcross"	354	0.129943502824859
"Chang.Bai.Mountain.5"	"Offspring.05"	"DACT.218"	"outcross"	335	0.191044776119403
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.01"	"outcross"	353	0.169971671388102
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.02"	"outcross"	347	0.185878962536023
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.03"	"outcross"	354	0.177966101694915
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.04"	"outcross"	353	0.104815864022663
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.06"	"outcross"	353	0.107648725212465
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.07"	"outcross"	354	0.141242937853107
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.08"	"outcross"	351	0.15954415954416
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.09"	"outcross"	353	0.148725212464589
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.10"	"outcross"	353	0.0736543909348442
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.11"	"outcross"	353	0.0779036827195467
"Chang.Bai.Mountain.5"	"Offspring.05"	"Offspring.12"	"outcross"	354	0.0663841807909605
"Chang.Bai.Mountain.5"	"Offspring.05"	"CACT.105.107"	"outcross"	354	0.104519774011299
"Chang.Bai.Mountain.5"	"Offspring.05"	"Ogden.Point"	"outcross"	353	0.230878186968839
"Chang.Bai.Mountain.5"	"Offspring.05"	"Meader"	"outcross"	352	0.09375
"Chang.Bai.Mountain.5"	"Offspring.05"	"Langer"	"outcross"	354	0.172316384180791
"Chang.Bai.Mountain.5"	"Offspring.06"	"Chang.Bai.Mountain.4"	"outcross"	352	0.117897727272727
"Chang.Bai.Mountain.5"	"Offspring.06"	"Tatyana"	"outcross"	352	0.0596590909090909
"Chang.Bai.Mountain.5"	"Offspring.06"	"Dumbarton.Oaks.BG"	"outcross"	352	0.214488636363636
"Chang.Bai.Mountain.5"	"Offspring.06"	"X74.32"	"outcross"	352	0.112215909090909
"Chang.Bai.Mountain.5"	"Offspring.06"	"DACT.218"	"outcross"	334	0.190119760479042
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.01"	"outcross"	351	0.170940170940171
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.02"	"outcross"	345	0.181159420289855
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.03"	"outcross"	352	0.190340909090909
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.04"	"outcross"	352	0.0894886363636364
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.05"	"outcross"	340	0.0911764705882353
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.07"	"outcross"	352	0.149147727272727
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.08"	"outcross"	350	0.152857142857143
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.09"	"outcross"	349	0.153295128939828
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.10"	"outcross"	351	0.0612535612535613
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.11"	"outcross"	351	0.056980056980057
"Chang.Bai.Mountain.5"	"Offspring.06"	"Offspring.12"	"outcross"	352	0.0667613636363636
"Chang.Bai.Mountain.5"	"Offspring.06"	"CACT.105.107"	"outcross"	352	0.103693181818182
"Chang.Bai.Mountain.5"	"Offspring.06"	"Ogden.Point"	"outcross"	351	0.226495726495726
"Chang.Bai.Mountain.5"	"Offspring.06"	"Meader"	"outcross"	350	0.108571428571429
"Chang.Bai.Mountain.5"	"Offspring.06"	"Langer"	"outcross"	352	0.163352272727273
"Chang.Bai.Mountain.5"	"Offspring.07"	"Chang.Bai.Mountain.4"	"outcross"	362	0.132596685082873
"Chang.Bai.Mountain.5"	"Offspring.07"	"Tatyana"	"outcross"	362	0.111878453038674
"Chang.Bai.Mountain.5"	"Offspring.07"	"Dumbarton.Oaks.BG"	"outcross"	362	0.17817679558011
"Chang.Bai.Mountain.5"	"Offspring.07"	"X74.32"	"outcross"	362	0.17817679558011
"Chang.Bai.Mountain.5"	"Offspring.07"	"DACT.218"	"outcross"	345	0.192753623188406
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.01"	"outcross"	362	0.153314917127072
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.02"	"outcross"	355	0.18169014084507
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.03"	"outcross"	362	0.17817679558011
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.04"	"outcross"	361	0.166204986149584
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.05"	"outcross"	348	0.139367816091954
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.06"	"outcross"	360	0.163888888888889
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.08"	"outcross"	357	0.102240896358543
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.09"	"outcross"	361	0.10803324099723
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.10"	"outcross"	361	0.101108033240997
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.11"	"outcross"	361	0.110803324099723
"Chang.Bai.Mountain.5"	"Offspring.07"	"Offspring.12"	"outcross"	362	0.110497237569061
"Chang.Bai.Mountain.5"	"Offspring.07"	"CACT.105.107"	"outcross"	362	0.124309392265193
"Chang.Bai.Mountain.5"	"Offspring.07"	"Ogden.Point"	"outcross"	362	0.149171270718232
"Chang.Bai.Mountain.5"	"Offspring.07"	"Meader"	"outcross"	358	0.10195530726257
"Chang.Bai.Mountain.5"	"Offspring.07"	"Langer"	"outcross"	362	0.164364640883978
"Chang.Bai.Mountain.5"	"Offspring.08"	"Chang.Bai.Mountain.4"	"outcross"	358	0.131284916201117
"Chang.Bai.Mountain.5"	"Offspring.08"	"Tatyana"	"outcross"	358	0.110335195530726
"Chang.Bai.Mountain.5"	"Offspring.08"	"Dumbarton.Oaks.BG"	"outcross"	358	0.18854748603352
"Chang.Bai.Mountain.5"	"Offspring.08"	"X74.32"	"outcross"	358	0.195530726256983
"Chang.Bai.Mountain.5"	"Offspring.08"	"DACT.218"	"outcross"	338	0.20414201183432
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.01"	"outcross"	358	0.162011173184358
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.02"	"outcross"	351	0.186609686609687
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.03"	"outcross"	358	0.187150837988827
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.04"	"outcross"	357	0.165266106442577
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.05"	"outcross"	340	0.151470588235294
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.06"	"outcross"	357	0.162464985994398
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.07"	"outcross"	358	0.0991620111731844
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.09"	"outcross"	357	0.0952380952380952
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.10"	"outcross"	358	0.120111731843575
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.11"	"outcross"	358	0.118715083798883
"Chang.Bai.Mountain.5"	"Offspring.08"	"Offspring.12"	"outcross"	358	0.118715083798883
"Chang.Bai.Mountain.5"	"Offspring.08"	"CACT.105.107"	"outcross"	358	0.11731843575419
"Chang.Bai.Mountain.5"	"Offspring.08"	"Ogden.Point"	"outcross"	357	0.161064425770308
"Chang.Bai.Mountain.5"	"Offspring.08"	"Meader"	"outcross"	354	0.108757062146893
"Chang.Bai.Mountain.5"	"Offspring.08"	"Langer"	"outcross"	358	0.166201117318436
"Chang.Bai.Mountain.5"	"Offspring.09"	"Chang.Bai.Mountain.4"	"outcross"	350	0.128571428571429
"Chang.Bai.Mountain.5"	"Offspring.09"	"Tatyana"	"outcross"	350	0.105714285714286
"Chang.Bai.Mountain.5"	"Offspring.09"	"Dumbarton.Oaks.BG"	"outcross"	350	0.188571428571429
"Chang.Bai.Mountain.5"	"Offspring.09"	"X74.32"	"outcross"	350	0.18
"Chang.Bai.Mountain.5"	"Offspring.09"	"DACT.218"	"outcross"	331	0.214501510574018
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.01"	"outcross"	350	0.162857142857143
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.02"	"outcross"	343	0.17930029154519
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.03"	"outcross"	350	0.187142857142857
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.04"	"outcross"	349	0.163323782234957
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.05"	"outcross"	336	0.132440476190476
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.06"	"outcross"	348	0.156609195402299
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.07"	"outcross"	350	0.0928571428571429
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.08"	"outcross"	345	0.0826086956521739
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.10"	"outcross"	350	0.108571428571429
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.11"	"outcross"	350	0.117142857142857
"Chang.Bai.Mountain.5"	"Offspring.09"	"Offspring.12"	"outcross"	350	0.11
"Chang.Bai.Mountain.5"	"Offspring.09"	"CACT.105.107"	"outcross"	350	0.12
"Chang.Bai.Mountain.5"	"Offspring.09"	"Ogden.Point"	"outcross"	349	0.144699140401146
"Chang.Bai.Mountain.5"	"Offspring.09"	"Meader"	"outcross"	346	0.0968208092485549
"Chang.Bai.Mountain.5"	"Offspring.09"	"Langer"	"outcross"	350	0.172857142857143
"Chang.Bai.Mountain.5"	"Offspring.10"	"Chang.Bai.Mountain.4"	"outcross"	412	0.127427184466019
"Chang.Bai.Mountain.5"	"Offspring.10"	"Tatyana"	"outcross"	412	0.121359223300971
"Chang.Bai.Mountain.5"	"Offspring.10"	"Dumbarton.Oaks.BG"	"outcross"	412	0.214805825242718
"Chang.Bai.Mountain.5"	"Offspring.10"	"X74.32"	"outcross"	412	0.116504854368932
"Chang.Bai.Mountain.5"	"Offspring.10"	"DACT.218"	"outcross"	396	0.193181818181818
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.01"	"outcross"	411	0.184914841849148
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.02"	"outcross"	407	0.192874692874693
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.03"	"outcross"	412	0.205097087378641
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.04"	"outcross"	411	0.12043795620438
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.05"	"outcross"	392	0.119897959183673
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.06"	"outcross"	411	0.131386861313869
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.07"	"outcross"	412	0.150485436893204
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.08"	"outcross"	408	0.170343137254902
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.09"	"outcross"	409	0.167481662591687
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.11"	"outcross"	411	0.0644768856447689
"Chang.Bai.Mountain.5"	"Offspring.10"	"Offspring.12"	"outcross"	412	0.0776699029126214
"Chang.Bai.Mountain.5"	"Offspring.10"	"CACT.105.107"	"outcross"	411	0.135036496350365
"Chang.Bai.Mountain.5"	"Offspring.10"	"Ogden.Point"	"outcross"	411	0.233576642335766
"Chang.Bai.Mountain.5"	"Offspring.10"	"Meader"	"outcross"	410	0.110975609756098
"Chang.Bai.Mountain.5"	"Offspring.10"	"Langer"	"outcross"	412	0.16868932038835
"Chang.Bai.Mountain.5"	"Offspring.11"	"Chang.Bai.Mountain.4"	"outcross"	410	0.136585365853659
"Chang.Bai.Mountain.5"	"Offspring.11"	"Tatyana"	"outcross"	410	0.119512195121951
"Chang.Bai.Mountain.5"	"Offspring.11"	"Dumbarton.Oaks.BG"	"outcross"	410	0.213414634146341
"Chang.Bai.Mountain.5"	"Offspring.11"	"X74.32"	"outcross"	410	0.114634146341463
"Chang.Bai.Mountain.5"	"Offspring.11"	"DACT.218"	"outcross"	389	0.188946015424165
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.01"	"outcross"	409	0.172371638141809
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.02"	"outcross"	403	0.192307692307692
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.03"	"outcross"	410	0.203658536585366
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.04"	"outcross"	409	0.13080684596577
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.05"	"outcross"	393	0.124681933842239
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.06"	"outcross"	408	0.125
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.07"	"outcross"	410	0.157317073170732
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.08"	"outcross"	406	0.167487684729064
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.09"	"outcross"	407	0.173218673218673
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.10"	"outcross"	409	0.0623471882640587
"Chang.Bai.Mountain.5"	"Offspring.11"	"Offspring.12"	"outcross"	410	0.0573170731707317
"Chang.Bai.Mountain.5"	"Offspring.11"	"CACT.105.107"	"outcross"	409	0.136919315403423
"Chang.Bai.Mountain.5"	"Offspring.11"	"Ogden.Point"	"outcross"	409	0.234718826405868
"Chang.Bai.Mountain.5"	"Offspring.11"	"Meader"	"outcross"	406	0.112068965517241
"Chang.Bai.Mountain.5"	"Offspring.11"	"Langer"	"outcross"	410	0.169512195121951
"Chang.Bai.Mountain.5"	"Offspring.12"	"Chang.Bai.Mountain.4"	"outcross"	407	0.131449631449631
"Chang.Bai.Mountain.5"	"Offspring.12"	"Tatyana"	"outcross"	407	0.12039312039312
"Chang.Bai.Mountain.5"	"Offspring.12"	"Dumbarton.Oaks.BG"	"outcross"	407	0.214987714987715
"Chang.Bai.Mountain.5"	"Offspring.12"	"X74.32"	"outcross"	407	0.111793611793612
"Chang.Bai.Mountain.5"	"Offspring.12"	"DACT.218"	"outcross"	386	0.19559585492228
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.01"	"outcross"	406	0.182266009852217
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.02"	"outcross"	402	0.194029850746269
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.03"	"outcross"	407	0.205159705159705
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.04"	"outcross"	406	0.139162561576355
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.05"	"outcross"	389	0.109254498714653
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.06"	"outcross"	406	0.130541871921182
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.07"	"outcross"	407	0.153562653562654
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.08"	"outcross"	402	0.164179104477612
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.09"	"outcross"	404	0.16460396039604
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.10"	"outcross"	406	0.0714285714285714
"Chang.Bai.Mountain.5"	"Offspring.12"	"Offspring.11"	"outcross"	406	0.0529556650246305
"Chang.Bai.Mountain.5"	"Offspring.12"	"CACT.105.107"	"outcross"	406	0.125615763546798
"Chang.Bai.Mountain.5"	"Offspring.12"	"Ogden.Point"	"outcross"	406	0.226600985221675
"Chang.Bai.Mountain.5"	"Offspring.12"	"Meader"	"outcross"	404	0.103960396039604
"Chang.Bai.Mountain.5"	"Offspring.12"	"Langer"	"outcross"	407	0.179361179361179
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Chang.Bai.Mountain.4"	"outcross"	412	0.0837378640776699
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Tatyana"	"outcross"	412	0.0643203883495146
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Dumbarton.Oaks.BG"	"outcross"	412	0.234223300970874
"Chang.Bai.Mountain.5"	"CACT.105.107"	"X74.32"	"outcross"	412	0.20873786407767
"Chang.Bai.Mountain.5"	"CACT.105.107"	"DACT.218"	"outcross"	392	0.216836734693878
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.01"	"outcross"	411	0.178832116788321
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.02"	"outcross"	405	0.203703703703704
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.03"	"outcross"	412	0.190533980582524
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.04"	"outcross"	411	0.164233576642336
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.05"	"outcross"	395	0.143037974683544
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.06"	"outcross"	410	0.159756097560976
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.07"	"outcross"	412	0.163834951456311
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.08"	"outcross"	407	0.160933660933661
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.09"	"outcross"	411	0.172749391727494
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.10"	"outcross"	411	0.128953771289538
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.11"	"outcross"	411	0.132603406326034
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Offspring.12"	"outcross"	412	0.125
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Ogden.Point"	"outcross"	411	0.262773722627737
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Meader"	"outcross"	411	0.0888077858880779
"Chang.Bai.Mountain.5"	"CACT.105.107"	"Langer"	"outcross"	412	0.182038834951456
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Chang.Bai.Mountain.4"	"outcross"	281	0.174377224199288
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Tatyana"	"outcross"	281	0.133451957295374
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Dumbarton.Oaks.BG"	"outcross"	281	0.126334519572954
"Chang.Bai.Mountain.5"	"Ogden.Point"	"X74.32"	"outcross"	281	0.154804270462633
"Chang.Bai.Mountain.5"	"Ogden.Point"	"DACT.218"	"outcross"	263	0.188212927756654
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.01"	"outcross"	281	0.147686832740214
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.02"	"outcross"	277	0.167870036101083
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.03"	"outcross"	281	0.176156583629893
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.04"	"outcross"	280	0.173214285714286
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.05"	"outcross"	272	0.139705882352941
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.06"	"outcross"	280	0.15
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.07"	"outcross"	281	0.0320284697508897
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.08"	"outcross"	276	0.0489130434782609
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.09"	"outcross"	278	0.0413669064748201
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.10"	"outcross"	281	0.0943060498220641
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.11"	"outcross"	281	0.097864768683274
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Offspring.12"	"outcross"	281	0.0889679715302491
"Chang.Bai.Mountain.5"	"Ogden.Point"	"CACT.105.107"	"outcross"	281	0.145907473309609
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Meader"	"outcross"	276	0.11231884057971
"Chang.Bai.Mountain.5"	"Ogden.Point"	"Langer"	"outcross"	281	0.153024911032028
"Chang.Bai.Mountain.5"	"Meader"	"Chang.Bai.Mountain.4"	"outcross"	461	0.121475054229935
"Chang.Bai.Mountain.5"	"Meader"	"Tatyana"	"outcross"	460	0.108695652173913
"Chang.Bai.Mountain.5"	"Meader"	"Dumbarton.Oaks.BG"	"outcross"	461	0.22885032537961
"Chang.Bai.Mountain.5"	"Meader"	"X74.32"	"outcross"	461	0.220173535791757
"Chang.Bai.Mountain.5"	"Meader"	"DACT.218"	"outcross"	435	0.21264367816092
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.01"	"outcross"	460	0.197826086956522
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.02"	"outcross"	453	0.205298013245033
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.03"	"outcross"	461	0.204989154013015
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.04"	"outcross"	460	0.181521739130435
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.05"	"outcross"	441	0.162131519274376
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.06"	"outcross"	459	0.188453159041394
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.07"	"outcross"	461	0.172451193058568
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.08"	"outcross"	456	0.182017543859649
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.09"	"outcross"	460	0.180434782608696
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.10"	"outcross"	460	0.134782608695652
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.11"	"outcross"	460	0.139130434782609
"Chang.Bai.Mountain.5"	"Meader"	"Offspring.12"	"outcross"	461	0.134490238611714
"Chang.Bai.Mountain.5"	"Meader"	"CACT.105.107"	"outcross"	461	0.120390455531453
"Chang.Bai.Mountain.5"	"Meader"	"Ogden.Point"	"outcross"	460	0.258695652173913
"Chang.Bai.Mountain.5"	"Meader"	"Langer"	"outcross"	461	0.186550976138829
"Chang.Bai.Mountain.5"	"Langer"	"Chang.Bai.Mountain.4"	"outcross"	358	0.134078212290503
"Chang.Bai.Mountain.5"	"Langer"	"Tatyana"	"outcross"	358	0.114525139664804
"Chang.Bai.Mountain.5"	"Langer"	"Dumbarton.Oaks.BG"	"outcross"	358	0.195530726256983
"Chang.Bai.Mountain.5"	"Langer"	"X74.32"	"outcross"	358	0.174581005586592
"Chang.Bai.Mountain.5"	"Langer"	"DACT.218"	"outcross"	341	0.17741935483871
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.01"	"outcross"	357	0.172268907563025
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.02"	"outcross"	351	0.192307692307692
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.03"	"outcross"	358	0.192737430167598
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.04"	"outcross"	357	0.156862745098039
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.05"	"outcross"	340	0.145588235294118
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.06"	"outcross"	357	0.158263305322129
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.07"	"outcross"	358	0.143854748603352
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.08"	"outcross"	354	0.149717514124294
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.09"	"outcross"	355	0.163380281690141
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.10"	"outcross"	358	0.10195530726257
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.11"	"outcross"	357	0.103641456582633
"Chang.Bai.Mountain.5"	"Langer"	"Offspring.12"	"outcross"	358	0.118715083798883
"Chang.Bai.Mountain.5"	"Langer"	"CACT.105.107"	"outcross"	358	0.124301675977654
"Chang.Bai.Mountain.5"	"Langer"	"Ogden.Point"	"outcross"	357	0.222689075630252
"Chang.Bai.Mountain.5"	"Langer"	"Meader"	"outcross"	355	0.1
"Tatyana"	"Tatyana.1"	"Chang.Bai.Mountain.4"	"self"	584	0.138698630136986
"Tatyana"	"Tatyana.1"	"Chang.Bai.Mountain.5"	"self"	584	0.138698630136986
"Tatyana"	"Tatyana.1"	"Dumbarton.Oaks.BG"	"self"	584	0.23458904109589
"Tatyana"	"Tatyana.1"	"X74.32"	"self"	584	0.215753424657534
"Tatyana"	"Tatyana.1"	"DACT.218"	"self"	550	0.224545454545455
"Tatyana"	"Tatyana.1"	"Offspring.01"	"self"	583	0.206689536878216
"Tatyana"	"Tatyana.1"	"Offspring.02"	"self"	575	0.217391304347826
"Tatyana"	"Tatyana.1"	"Offspring.03"	"self"	584	0.214897260273973
"Tatyana"	"Tatyana.1"	"Offspring.04"	"self"	584	0.136986301369863
"Tatyana"	"Tatyana.1"	"Offspring.05"	"self"	560	0.121428571428571
"Tatyana"	"Tatyana.1"	"Offspring.06"	"self"	582	0.139175257731959
"Tatyana"	"Tatyana.1"	"Offspring.07"	"self"	584	0.216609589041096
"Tatyana"	"Tatyana.1"	"Offspring.08"	"self"	579	0.216753022452504
"Tatyana"	"Tatyana.1"	"Offspring.09"	"self"	583	0.213550600343053
"Tatyana"	"Tatyana.1"	"Offspring.10"	"self"	583	0.200686106346484
"Tatyana"	"Tatyana.1"	"Offspring.11"	"self"	583	0.198970840480274
"Tatyana"	"Tatyana.1"	"Offspring.12"	"self"	584	0.206335616438356
"Tatyana"	"Tatyana.1"	"CACT.105.107"	"self"	584	0.129280821917808
"Tatyana"	"Tatyana.1"	"Ogden.Point"	"self"	583	0.253859348198971
"Tatyana"	"Tatyana.1"	"Meader"	"self"	580	0.122413793103448
"Tatyana"	"Tatyana.1"	"Langer"	"self"	583	0.190394511149228
"Tatyana"	"Dumbarton.Oaks.BG"	"Chang.Bai.Mountain.4"	"outcross"	324	0.152777777777778
"Tatyana"	"Dumbarton.Oaks.BG"	"Chang.Bai.Mountain.5"	"outcross"	324	0.146604938271605
"Tatyana"	"Dumbarton.Oaks.BG"	"X74.32"	"outcross"	324	0.151234567901235
"Tatyana"	"Dumbarton.Oaks.BG"	"DACT.218"	"outcross"	303	0.127062706270627
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.01"	"outcross"	323	0.0897832817337461
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.02"	"outcross"	319	0.0956112852664577
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.03"	"outcross"	324	0.0848765432098765
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.04"	"outcross"	324	0.0817901234567901
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.05"	"outcross"	310	0.0806451612903226
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.06"	"outcross"	322	0.0900621118012422
"Tatyana"	"Dumbarton.Oaks.BG"	"Offspring.07"	"outcross"	324	0.155864197530864
